id_prodotto,nome_ita_categoria,lunghezza_nome,lunghezza_descrizione,numero_foto
06731ce59716357095ed1a25850320b8,mobili,37,694,4
fe0caf78250528cec991a2462326f574,articoli per la casa,58,797,1
4d88659b2d47e07c93060537d6542bb5,mobili,60,2083,1
521a361808bedd9fffb32181e501e09b,articoli per la casa,40,220,3
948cf1d0e3086dc58ca7332b39abda1d,cartoleria,54,259,1
f0640b4a03b7e2ea8a99b656dc8421ef,sport e tempo libero,49,1360,1
4228398e19ac96e84e14924449bac556,giocattoli,49,403,4
607e65dd8675090ad3f4b936fe6866f6,animali,50,864,3
44062317bd4d9fe1392633939a1dcd6b,mobili,49,163,3
c40b12e92be6aee40cc2adab6693820c,salute e bellezza,36,1514,1
8817f0cda3d5b42e5f949ee3be9dc80c,salute e bellezza,54,954,1
8695c431b31927efef5343e675f279e7,salute e bellezza,57,287,1
2eefd8ed7a9782380fe14a1efdec7418,mobili,29,1270,1
ddc46156c31a0339508eecfab975f4f6,categoria non disponibile,45,181,1
3fc00af0f0a8d4ac2933d3900416c977,articoli per la casa,59,624,5
1f08ab38da3a77a8e0bd17e63df35827,idee regalo,57,342,4
679c97b6819e657c506237438cacf60f,idee regalo,53,566,2
9fcc521cfe8074cbd26206bcb2e92f55,categoria non disponibile,53,718,4
214e5e86400971b7f46f64ce6c737d33,moda,51,887,4
b19e331e05bee8900ed6e582b4c8dab6,articoli per la casa,52,382,2
5f3f5c80596311932d5e05800909f37c,mobili,59,450,1
fef7934cc233ee5b1dc13094d98a1465,idee regalo,40,193,1
7c65bcd66be0ad761948bfeda4e7bd2f,articoli per la casa,55,349,1
2e8eb076261eb842a7e1bdf64e1facda,moda,53,408,3
96aca2f53bcaed6f466449f7fb18ae75,categoria non disponibile,0,0,0
e073574bfbfbdfbe59454d8474cad673,cartoleria,50,226,2
c81ae6207142d6d844dfe928e7e51b04,moda,18,251,1
ef0e165d773ec293c5aeb5470a08b183,idee regalo,57,1620,1
46ae1c0789fb281be43fdb50797c9f2e,categoria non disponibile,48,236,1
c752f2bc46ad4b389290cf5828a1db62,salute e bellezza,40,654,1
5c818ca21204caf8ce1599617751ff49,articoli per la casa,48,729,1
f2317e7dd5b1b4dea36595ff6db6f14b,categoria non disponibile,0,0,0
1a43e86fd17dcec91ec053c9a1adeaac,salute e bellezza,43,232,1
9351b1e4334769dc0abe871ee3c7abc3,salute e bellezza,56,329,2
9d240cb98df035e3ef147117b92aa0e7,automobile,57,150,1
abcadf3aeced9a5dd2c23cb61ca09a4c,automobile,56,663,3
c6cd44f8f6b12ff7a20d0b51ff3bfc82,giocattoli,53,1202,2
c349071c40ca2919f27bd3d6a2fb6fea,cartoleria,60,868,1
57c8519e414546bcd4311294c2eb4d85,mobili,53,1084,1
5a1a5bb0e9e3dbd18e6d8d3c326d3fed,articoli per la casa,55,249,1
adb5b8ee8b86e86930bc333c182bbead,elettronica,43,543,1
9df852a6c839bc3202227666d70c7cae,categoria non disponibile,0,0,0
4df66ac9aab3086c57a1cc409b06fed6,elettronica,51,130,1
5ec1f2abfcd415baea5b1729d4cc5f83,automobile,55,1034,3
c82a4bcc05f054e3084e20df4ee969cf,articoli per la casa,59,642,4
f5d9f6be389c406755cbe9f20954dd9a,articoli per la casa,40,391,1
9b447644d291396340ea3641fc70d132,sport e tempo libero,43,163,1
79706e79825f7409ef032653a271fba2,mobili,54,1085,2
36df104745cb6dd332bd1eff627af709,articoli per la casa,46,1318,3
5d84f18aa629a66a4e7e0919e414c724,mobili,41,750,2
b1060f179d7f706565e347fbe00bf1b8,salute e bellezza,32,1046,1
da023890ca0515244ea89dc905faceba,automobile,47,348,1
3e28c005e07e71dc007d1f88295ba270,idee regalo,61,1451,3
520aadbf40e95a61ec8d4f2f377ff3b0,mobili,48,2166,2
52bd2502183574fc11a434d5d215a4cd,giocattoli,46,655,6
fd0e6b3e2ab6191b59d373995a5b747a,elettronica,52,1167,2
960a5bc8efefeecedab46b41324591df,articoli per la casa,44,1423,1
b146d66b6ce3b149187e9f3349bfad68,sport e tempo libero,45,637,1
5809b7fd257b16bbd9bdf9507931673a,moda,57,360,3
59dbefe045e850ce6df6b1fd5dce14ba,animali,55,678,4
9e95726c7b2d65513b9f33958026cd1b,mobili,63,438,1
549e3335b3cff8e71853d1a14b5eca57,mobili,62,314,1
1fb5f3130b9f5c67e7dc57e0f5df6e6d,musica,57,1096,5
4473f3e5c65952b074ef987fa5c24662,elettronica,59,776,6
78120320a8a3d2656f159d513fcb83b6,mobili,42,232,4
9d6e01d4baea7a847db8d67e24e093bf,articoli per l'infanzia,38,1347,5
07810038e53a9f409577581bae23fa1a,elettronica,53,177,5
6cc9186dabae23739b55d97cc649c686,mobili,33,471,1
0858dd15ff82c48e17418361856c094c,cartoleria,50,85,1
31b4eff484cd1e463ed3ee1a566f84c0,cartoleria,43,385,1
fd0731561b291a28f6a3a189e86a1107,viaggi,49,290,1
b7b7c5293e270682d3f343c31355c52a,mobili,53,586,1
6a7410f88fe57e3fd4e353cfc04e7b31,giocattoli,47,389,2
1434a45fb0e95dd43f674ddff1df8ca7,articoli per la casa,62,422,1
77d1b9fb8d3858f503316105e9ac6c51,elettronica,32,365,6
484619f908431240f47e8c9e96ca00d1,elettronica,48,1549,3
40376ad8bd1bd1066449dbb09440dc43,moda,34,240,12
effa78286556d5e79cda2b4aba96a534,giocattoli,53,190,5
36e89a9ec56f96288ea7fbb266132288,moda,41,395,4
9c7da616e5b3dd8100858b72e883b7a8,articoli per la casa,54,123,2
4cda9d93b0a846dfdca597f1b1d19c08,categoria non disponibile,0,0,0
56eb39314ca59c39efa1e28beb073abe,elettronica,52,1160,2
525947dbe3304ac32bf51602f9557c12,articoli per la casa,60,236,1
f2260011ffd0ed4238e48fc8dc2319de,elettronica,54,726,5
cb428376d66b5e216d2ef9f3b27fc172,musica,59,209,2
39eef1b4d9ab7a5a121d3436b03ce7d3,cartoleria,62,1331,1
63085bb4366ded27bcb63cbb59b4103a,articoli per l'infanzia,53,872,2
555b27dfb2ed94d001c28e5624dd6961,articoli per la casa,46,372,1
1c696af1be46efd0d4028f3f88c7e3dd,automobile,47,445,2
5e34d2963378695699827b6e629392b4,sport e tempo libero,48,989,6
4f5cad4934c20d6fb8dab728ffdea29e,salute e bellezza,43,1164,1
fe8f341b1e20d2b1135245c3400a6e53,automobile,58,904,1
187e7d92b8168c3661824809d0c5dffb,salute e bellezza,30,1501,1
14555ba663de8689feacf1d0819cc3b3,sport e tempo libero,42,660,1
ed5590a83212f920e325df8d11c9931c,giocattoli,49,824,1
da2cfe68ae3f2f454b5aba2ee09ab5c4,moda,56,731,1
bd79fe0e3fca6af51533479baccbf09b,mobili,58,1701,1
6f3b5b605d91b7439c5e3f5a8dffeea7,idee regalo,35,640,1
ef8856db4e302ad33dc4d91e40f7593c,sport e tempo libero,29,531,2
c43bdc444e037ff4f6c4c6e307063572,articoli per la casa,59,754,1
3385a47f5a1309eb44c03904a027faf2,idee regalo,60,998,1
ea6d336eee5645b36bd18f202f90c58d,automobile,38,361,1
e179287439bd1d5490f51fae398b3ba1,mobili,46,709,1
23f2ebdf4d6f7badc8bbd40af362f681,edilizia,50,894,1
dda373e611cb942842a1c248b163c3aa,idee regalo,38,268,1
e8c6039a25765995ac7c1ec2cbef5765,idee regalo,58,364,2
236f3599e6d57eeb5eb9535b2c88b231,giocattoli,29,657,3
a75142054d1e335a68625bb7f3c2f130,articoli per la casa,47,382,1
413487e44799807551e6b3f305ec1593,salute e bellezza,56,863,3
4dfbe01419f983d397ed0439f090541d,articoli per la casa,49,729,1
a0c39dee6817bb443090f9248eeafa4c,mobili,55,1086,1
13b327c2193f552f00ec5b1e442f52b2,salute e bellezza,18,1736,1
8d070077591cb06503a4933e5050bc69,mobili,46,1200,1
9c48f48fd32ee1915d62d3670e2d1ba9,elettronica,29,1209,2
c234a60a994181f45605566bef8fe3b4,mobili,59,1104,3
29a42e500c8eae1e055a5ad893b46119,giocattoli,26,581,3
162e010af9fe224d35fd8496a273fb02,mobili,60,2901,3
5111f663915cb81d02d4010a0025fd42,moda,55,1359,1
d663d4b73201ef3c8cda9b476e38c9f3,mobili,47,632,5
232b2effc9d2cc8f1e696e65e108797c,salute e bellezza,40,997,1
1164c17af70425821f88bfbdc9e907a3,articoli per l'infanzia,44,282,1
d65b6607952f9e0d705b1cbdc92ac027,idee regalo,57,768,4
68b9af8698585855f2503727e150d453,articoli per la casa,49,379,1
6c70f53b09ca3459826e97b7646aa47c,mobili,56,896,1
15bb6bb477d5bbfe167f6dc44b6846a8,mobili,49,868,1
67fcc72a4cfd0ac826c0158ce5c98ae6,sport e tempo libero,45,1562,4
fa2fd2d3e78769a9f0b997cfa389a0d2,giardinaggio,57,3533,4
3e442d09f9dfef002aadf31960869f65,elettronica,33,1084,2
67d9cf5b0dc7a0b9fb091efc68b14140,elettronica,51,502,2
08d76e49b8206d0cfb7456fe3aa7d3b4,mobili,59,963,1
bb09e8007aff97a9452967b19430cf53,articoli per la casa,57,571,1
62644f19deb898e43ebdcd29ff3d9361,idee regalo,60,594,1
e42fc145ca9138f0ccc52d9a8d99e7c8,sport e tempo libero,59,724,6
4858799008e3cd4fcab9c61fbc63a2a0,mobili,40,293,3
bf53d80c6cb1cbf63ba17e2175d521a5,articoli per l'infanzia,32,1531,2
0d86ff0b639e969a11a7b3dce67e181c,articoli per la casa,55,486,1
165160698dfc8156898999e0be8c4b27,articoli per la casa,58,591,1
69ddf2dd08328f81e57bdaf72c4f3b03,mobili,47,1186,3
42749c525c90994bd3d4c74edf047172,edilizia,57,1289,1
4e7f36f28c51e114a343625b628dd429,idee regalo,42,727,1
5ad2c4859aad6ecebd816a300d34f326,idee regalo,57,2066,1
867860cb9f8724722b424497dfe1d491,articoli per la casa,48,805,1
a4bc24bcb44abb54f2f6214991dcdab0,articoli per la casa,59,1104,2
e0e83e0b538dc1d9a1c6568d3a94034a,sport e tempo libero,47,831,2
e4ca5b20cfe1a020e15e36fe14e880ee,elettronica,46,331,1
608396ec032711eb443596cb8cdce050,articoli per la casa,57,212,1
b697c503df6dc2612e7f601a189718d0,elettronica,26,267,2
d6c2073fdc29a2931d1900fe474134ec,salute e bellezza,44,517,1
51250f90d798d377a1928e8a4e2e9ae1,salute e bellezza,54,937,1
f0f5a9211c208c91441a70cb5241214e,sport e tempo libero,59,2087,1
4c68fa8fa43e3ffddf31ef176866f762,cartoleria,60,473,7
59c6d60f81179f563785a48de25532b9,musica,42,81,2
58662fc2ddcb4853532ee42a1cfc9843,elettronica,38,294,2
db1d1a4569fdbae28a0d3340d907f7af,categoria non disponibile,0,0,0
83cf2637b3c035693ee58369b791d966,edilizia,48,108,1
20a2613eb3b1c3819e733de3e91644de,mobili,40,789,1
a3cdb889819a08cb9f6a68de568329e5,categoria non disponibile,43,846,9
e8a593dee186b5c3e557e553c5325841,automobile,60,713,1
0c4dd7ab3593c8601e53207e02d16784,giocattoli,25,713,1
e7db7c40ea6647c808d48581f1308d88,articoli per l'infanzia,59,235,2
b79a274e7373a1bfcbd788a239591dec,salute e bellezza,46,385,1
1707ef553eb000d860fff09e3d08b037,elettronica,58,565,2
486cebbfac430b06cf0aa980b89a3543,giocattoli,47,1100,6
f7adf36ac9a90fe0ef2ab34bc1baa8b5,automobile,58,506,4
770a3a5aefbd3d48745565765cc1936b,sport e tempo libero,49,718,1
9270f3b77242cf44ed272b9c1c0f8653,articoli per la casa,54,229,1
1de1332e38dc2f575edfeae165edea4e,articoli per la casa,57,293,1
d79c1b22417ddb8b9c157685628fe411,elettronica,53,814,4
36eece49385945a72f46e8edc9a56e42,automobile,32,1214,1
e4dbc5980f1159e257a31c8eb4ecd78a,elettronica,38,326,2
8b32eb3053c5c248a5e547f8a1bfb859,elettronica,61,680,1
4e122118ed3917312e52ddd02a164b13,articoli per la casa,37,1372,1
ee5329ffbe604bebcf84b2fd7792024e,salute e bellezza,53,84,1
aca11cfc608a458947b3038e5e70312f,articoli per la casa,58,668,2
64d553fec77e0fa6b5ea181beb0a8416,idee regalo,54,659,2
0b88409c52cfb9e93f9dcb06f2a37fd4,libri,30,517,1
0a27be3536127164b11173c57f14a2da,salute e bellezza,53,613,1
5947c33d0250e65638336c25f5a8ab48,articoli per la casa,48,354,1
220bc6afbb138c2e99fffc0f9838afd4,elettronica,22,716,2
d60c281a9b31d5342030a89846998c5a,articoli per la casa,59,335,3
d4a4ff95f641981ed47802cce0ea5c88,moda,46,129,1
9cd79ac3aef250c2bdb124ba243ec5bf,elettronica,50,49,1
e3ea1102502e62696f6f37a4d9f22535,salute e bellezza,39,411,1
3a4c258c71b027dfe480fdb608e2d9a1,moda,53,408,5
0d3343f683310b281c291419d96c8132,sport e tempo libero,49,434,1
43bce2c11df17f5e6e50fbb914fd13ea,idee regalo,58,499,1
d06a628f2ca3b33dc62348f33678a531,elettronica,42,271,4
e8cbef97b4aa646fb8fa170f0da01b5b,articoli per la casa,60,146,2
c19d5ba108c34b8255cf9a524da92bc4,elettronica,40,413,5
f59ff3f667dc8dc2b42117736585c1ba,automobile,44,424,5
4c7d111494b1116a2bec5e2d940e3439,categoria non disponibile,39,319,4
e8bb3d53d12c06cae6287143be1ce7ec,sport e tempo libero,22,561,3
33865d9f10d44d7942569ea1df2feef6,prodotti industriali,45,1669,6
0e8850427b0f558b79bc35c9800b6e73,animali,49,458,3
8af4a717d0442a5fbe332dc587583296,mobili,17,540,1
1c99a6128a79a5fb5a34c1c6b3be9067,moda,54,404,4
37165892660e2d231f643fbd2e88b556,giardinaggio,39,297,2
e71589252b1fc69c5a7931ee5028ecf6,giocattoli,42,795,1
4c66239e4d8cc4dc99335ecae8218294,mobili,63,517,2
4808d0f726c21019e47863e21427cb48,idee regalo,53,632,2
869335bdf5f8389362b55e97c83ea1ef,sport e tempo libero,41,304,2
9e8aaef7103f42e3834092cc00dbbb71,salute e bellezza,56,193,1
b7103dda72118193411fe5667525c139,articoli per l'infanzia,48,1420,2
1b726b3b028ce5af355fc94c066520d7,elettronica,60,230,1
b2855c4e42b8a50f359904c6763eeddc,mobili,35,2245,1
69474edea9d9def8b68de248373f1ad4,salute e bellezza,52,177,4
4a523a9f00bf299d2496151b0e2a3238,sport e tempo libero,53,525,1
88ca370ef97df0526aeaea6932a38bdd,categoria non disponibile,0,0,0
75d7e231ed2dba03def04a4ade1e17c1,viaggi,42,791,1
1ad107de20364138356e19ab81369f04,articoli per la casa,57,754,1
f1f01d27cb8664e16d57ef4a8075f3be,sport e tempo libero,57,615,2
cfc665b462ccc3a43b1a1283e678b1a0,elettronica,49,1457,1
bb549d441943088b73b5c0281dbc7ba7,articoli per la casa,39,627,1
7f975a63ae36e04759dccaaf14a1d408,articoli per la casa,37,1270,1
7e637e48c425541269e7a45882397f9d,elettronica,56,525,2
fadc89c2a60ff96b18827644074dfd70,articoli per la casa,52,827,1
6ed6fb2418af24e9d020b1c4fd7028fd,articoli per la casa,56,829,7
a910254bb741f98d6d98a8286d66d14f,elettronica,50,1339,1
323c53e2d6f8bace877b0df931ab58f9,articoli per la casa,57,635,1
f87341d0a32c1998e212c1c9ec6d3362,giardinaggio,44,1064,3
738da8ddda2e593acfdc53c2d1520dfa,musica,63,950,9
521e6ee10253492c99b97a77007036a0,viaggi,50,528,4
cd0c6e2f80f5a0ea7e366b01bcb66154,elettronica,57,598,1
4148d4f36653927e8641a9d6afbfc5e2,idee regalo,48,1689,3
d4388109703f2b2278192c39946dcbee,sport e tempo libero,58,646,2
38f6f11c49e90b02571dea02043c9e3a,mobili,55,2435,2
ca753b1e379d59868172ac9d8d62d14f,viaggi,53,220,1
073a5dfc26cb33ef440b2e0aa29343a8,articoli per la casa,50,1263,4
0da83a01a5c35fa359ae0553c618d5bd,articoli per la casa,48,217,1
627025506c84c8b1d34791a89aa3a8dd,edilizia,57,931,4
8a34e97a5098e93f13e0573591fcab5e,giardinaggio,38,1818,2
163e6400e6dadd0fe04775c5e9331fda,articoli per l'infanzia,29,462,1
704a6d9f35e39b53c509c886045329ef,categoria non disponibile,0,0,0
a4f4c32458bcda36ae3fff9a3c40d2d6,idee regalo,55,407,1
e16045eef2ff02ee2a6469e167958bb0,articoli per la casa,59,370,2
e03f4e4044f06ae9349b2f891e614923,moda,40,1628,2
1c6fb703c624b381a20f21f757694866,giocattoli,33,471,2
45986044725e448e85eb0d81251a8892,articoli per la casa,50,484,1
c5db51af7d9a58228bcea932010cf080,giocattoli,56,859,4
afa545a68cd944454da238793813a4d8,viaggi,41,272,2
08dc49f9b802f2e81c55f4b810bbf1f5,mobili,53,532,1
45e67c8e544137e6c9dc0b1786f005c1,categoria non disponibile,50,423,1
6a83dafadbcf4112388e8173860dd3b7,articoli per la casa,54,614,1
72b88dcc0910a3d1db986870c1515029,musica,53,1038,2
7bb6f29c2be57716194f96496660c7c2,mobili,51,2083,2
134e9349b6b54e115f640c6df85fd3bf,viaggi,55,131,2
e987172c2818cc16b2555bc130ac5fac,categoria non disponibile,0,0,0
c0c4cfd8255da22de900ac9e613e2a73,giardinaggio,57,361,1
22fc8dc1de226d2a731f5fa50303c388,elettronica,54,278,1
946344697156947d846d27fe0d503033,articoli per la casa,55,619,1
98bf9f3941be6afbca9ea37f8eb0c466,animali,40,287,6
28bdd20184e553872bab0ae75bbcaecf,articoli per la casa,41,882,1
dbbaf4c939ff935365a67aee70c9b42a,idee regalo,47,558,1
cf88e5bfdc37eafcb2130a618e815438,automobile,58,1102,2
719b8a11c153b5a391bd4cd11f0dc273,automobile,33,542,1
e672fbe634ad07cce9d85f412becb2c0,idee regalo,41,909,1
0820af09ddc75b84841b1fab4da4be9b,elettronica,60,462,1
0de11423be68ad641c9be1135450074c,idee regalo,63,877,6
3690ffac39b2896ed64f47bd701a9666,mobili,36,543,3
a84d0660dbffebf352aefbf1a6b18d00,idee regalo,60,179,3
d032d8b0107424eff267d0d1de3b6a80,idee regalo,38,630,1
c8ff3d9fa791c9b40a3c54a5da2394f2,articoli per la casa,60,590,9
b58894ae62ca975959eb3a8d4c8f4f92,giocattoli,35,1099,1
9e054ea2f5ebbccf726cdbd0b9b00267,automobile,57,1072,2
03bb06cda40712fb8473f7962fb7d198,articoli per la casa,54,289,1
4ce6c1b5cfe26c9f980438fc1c810f8d,edilizia,57,1227,1
6a44a19c645421001ab4d4c7eb1b687f,giocattoli,58,569,5
9db0293d362d2f9de7b54eb02297ce5a,cartoleria,45,238,1
462a59e8ce95b0cb4df207fce782648c,libri,37,1080,3
a2ee607f03a8f581d1625b68fbaa6166,articoli per la casa,53,222,1
eac57d7040ec6879d14da7d9eb35e954,mobili,53,245,1
5d7c23067ed3fc8c6e699b9373d5890b,moda,54,151,3
0c21c38f5c53913ec6ae3884484aac81,salute e bellezza,58,2869,1
f883c296edea388761ae3de2bc4870f3,idee regalo,33,176,2
f1800c2171d139e7a2a8ea2fed324eaf,elettronica,60,423,1
a767d41b71a909a1dd1e969f4b50732c,elettronica,40,2592,2
a8856d651600289b162f857e26838480,sport e tempo libero,50,255,1
be3c54a25f26acbab9e1190390293fe6,salute e bellezza,47,1405,1
1612209b0b37fbe80e1e8e1b7d19ca1d,elettronica,56,580,4
2820a0ee65a765e5dbb7ef1da30d2f4f,automobile,51,2242,2
083ffd30820b592e294de7ed668ff975,elettronica,49,944,3
8681c71d24e694aaa4c582760736dd00,moda,53,568,6
495bddc7440e227dcf4af56f47749587,salute e bellezza,42,743,1
3c5ba90e09547db90868e803d139de30,mobili,20,262,1
822c9ab05e9b8114704a5b2cd8639585,salute e bellezza,49,300,1
869e769127ff8442f28e7e782ae62d8f,moda,45,416,4
135fb255f9873811c6aa6eba7fb17649,mobili,49,726,3
f4a38926843e01497a3f63a5d5740c72,elettronica,38,375,1
39a0578866cba21bcead91f5221af2a8,moda,34,240,12
49cd59957f1c81427ca0b2edf5696969,articoli per l'infanzia,33,55,2
177f62b739076126a879238444ccbf02,idee regalo,58,1352,3
60bb4500843105345ef9541e59a7a87a,articoli per la casa,58,871,1
fa9d34c32a70b4e50a4c2c8c2c42051f,elettronica,54,145,1
9c268694cc413affbf3c27d05ef796d1,moda,35,277,2
aea8161ed6bc3b11628cd393fd03486a,moda,52,85,1
cb1b037c120d9dad45d63a2723e46f18,viaggi,46,1134,2
c8078bb7927143cdb008e3563230ca61,articoli per l'infanzia,40,1978,4
aaa09cd0acd316f7816145408dd73449,moda,39,180,5
3c4e3782469a0f1ac459dc6c47ebef31,sport e tempo libero,56,235,1
1cc5f038fa8645580602fb2423d3a50a,salute e bellezza,56,681,1
49e20457404f1167ad0f5d70c1e40b7e,elettronica,41,680,1
ae1d83f17a79da9d43ac1284316cbf2b,articoli per la casa,60,644,2
5b45b90d432972e54f815d543084e6ae,giocattoli,58,423,3
90a57d62c9b9f884fae33a10dff953b4,categoria non disponibile,0,0,0
c42a54d639771f80d5ea22dd39a0d845,mobili,38,244,1
7435b3acc47c0cccaf692a61002d8908,mobili,47,325,6
a30c310dda4ad467282787fee075cb69,mobili,59,589,1
76d1a1a9d21ab677a61c3ae34b1b352f,categoria non disponibile,0,0,0
f2466c43ec41d6b64dcc6337d5e5a6ea,sport e tempo libero,55,186,1
b4b50667a9874708d4e3ac962ebb21fa,edilizia,35,969,2
6b1b29dd58c0342e04f9063e070bd6ac,idee regalo,52,894,1
3120b244fb6ccbf5e91a53148ea1bd88,sport e tempo libero,55,3677,6
f2bec64d5d795250be5e5ec2d38a19b6,mobili,52,614,2
d392a00a8d96150a649853d20d63e8ba,sport e tempo libero,47,490,1
16fdfb4f828bedbe3ad9a00162bd5339,elettronica,46,393,1
b1287ed5e48382f6d6e5e1c561ac3738,sport e tempo libero,60,541,6
f0aeff7723abbe804226f96c5b1db7ef,sport e tempo libero,57,371,4
d4c1535d914696dc3b13cf725a2aa635,articoli per l'infanzia,49,138,2
c3fff1789c3ee48e562e3ce051a4fa3f,elettronica,57,502,1
1574ed2c73e4465c572f68dd77528203,categoria non disponibile,0,0,0
754bbcab20b7ec2572eea091259f65a9,articoli per l'infanzia,60,621,1
74e48c5377480b7d048d7b294abc569b,idee regalo,45,3908,13
61787f92f08a18258c0267e53cb9c1cb,moda,42,220,3
03d7ad0ce97624c931b3abde02b5d819,salute e bellezza,48,259,1
f538d01bc771eed83997a9e729627b73,articoli per l'infanzia,49,796,2
487ff90293c6b5484d060de3fe409557,musica,43,676,3
6f0fa88a479cc04c328859b3546e1ab0,moda,56,1485,2
3f869288a822d85504c7a423c9b473e3,idee regalo,35,1511,1
2132979d9b6f64e99b8c9bb4da4e0323,elettronica,12,676,2
6bb54c0a1ddf991dc06cc7cb5a13bab7,edilizia,41,1270,2
f4b3b257580c1430e51d71dd731273c2,mobili,48,809,1
bb46f6475fe5c9e1d9a869d904b8b4e1,salute e bellezza,35,654,1
46cc07237660346018f8838ae0b7ed2b,articoli per l'infanzia,39,609,1
1f67ce45ef6e16a7f2f56674dabd5f40,articoli per la casa,25,580,3
1e5b160bf180293380b0d3e68bcc7ead,articoli per feste,40,243,1
8f40f0b0018b8f6fd449c4c0713e3118,articoli per la casa,62,1240,4
edae5a83fa229c8a7ec2d4730120bbda,salute e bellezza,58,812,4
c3219fce25bc0add4fd070f26d55615e,elettronica,58,421,1
568e52d4c670b4d5130bae2dbf211c40,automobile,53,524,1
f8dc3e347e9b954a84d1d5e42b500e4c,categoria non disponibile,35,498,2
f99c1a9777ae7b608359a17bf3436d90,mobili,59,382,1
fec3b45dc09b257690a09a742870b149,giardinaggio,54,555,1
59467d9d76174a57dcd8e4b431cfd8bf,articoli per la casa,58,609,2
f337ef897cbb898bf66be49d94c0bba8,articoli per la casa,55,844,1
5a41b34fa72eb9c57130a1e6265b344a,elettronica,33,775,3
0a8364a63342dab8877bc3e5eb7cff6c,articoli per la casa,50,298,1
d305d1981b39fbfddd8c9d6b5a19a29d,elettronica,60,982,4
46d9734c42793de762a7ca5db95ecdd1,articoli per la casa,54,491,1
16afeb4db1b7fa1b52b58d3012ec56be,giocattoli,34,194,3
5403528d987ad26e8d7cb25940411987,idee regalo,58,600,3
2a7841348f24a00ee83641784f88f9b4,automobile,52,247,1
bb42f37fc3d9130e4a4339d24a47dd7c,articoli per la casa,59,81,1
4793826002e5bd292a4f0057c11f670b,articoli per la casa,58,366,1
664e6b2966fbf2ba213de566c311cd58,idee regalo,45,603,3
0ef0a1c6a3c510f3f81bde96f72121d1,mobili,53,563,2
4272f4544f17efd4fa4ccdc76912feab,giardinaggio,27,961,4
683d1efd7b8fb9bbe7e78c7436f27248,articoli per la casa,54,364,1
b621b4b501b679f21cf155135207503b,giocattoli,44,2010,2
4630761de87581e8b659dc77bb7eb4ee,viaggi,52,220,1
fcdb929c70287379ce31deed3f733d72,articoli per la casa,53,231,1
4a8388d725082add032c3a248d515142,sport e tempo libero,19,423,2
77fa3381855b6763c52ca3b72824f508,moda,60,177,6
4daa4067268d95d34658a10bdc86f1af,giocattoli,48,827,1
19b75a8a23f10ec7a6af4e4644c4d71a,automobile,38,530,1
d29534bc8c74cd3d91e0f175a5c9b366,alimentari,59,748,1
337c81a0f9e751b6cbdf56680a33c365,sport e tempo libero,56,635,1
3a7553224e54d216c4a65c85f2d04deb,articoli per la casa,58,407,1
42130cd7a981706499a4d337f2f7f621,elettronica,37,565,1
7be98a47ebb9ce48dfa91163428bb9d9,libri,41,744,1
ae53c522a4d40d61e15213aae5cef8d1,mobili,38,672,3
dde21a870db774b452a7286b5e3035c5,giocattoli,46,277,1
816c0585d491ed8127cebbb3dc7c89cf,giocattoli,50,1198,2
7c7588d9c0e7596f400f129e8bfecb03,sport e tempo libero,41,1044,1
3863a6df816f3b8ce0358a1243541fcb,edilizia,52,646,2
05216a143a65ab59fc48fb996e7c12d7,moda,53,353,1
957f6d6b55b78746f89e976cba785440,mobili,64,1115,3
b0835e7780b8ccb0ee25440576992a23,elettronica,19,382,10
6e40985ec667ded54668d2b70a7aa0a2,giardinaggio,47,495,2
c5e9693041e519fd6e2ebde0d76cc1ad,elettronica,39,535,2
9da6fbcdb4cc9d08de3c70331ea19a5f,articoli per la casa,49,459,1
38cc17614e78b88b0cb0d44063572e22,salute e bellezza,43,906,3
30048c2138eb22aebd13d31c07ba226b,articoli per la casa,27,386,2
ed5f0d58e27cf65a07283c251747936f,categoria non disponibile,55,864,6
f23cdc558b71542ad82b3b7722248ac6,giocattoli,50,1102,1
b616783675f9399f98376a7a1cf2d0bf,articoli per la casa,49,964,1
a99b48b5e48dad4129ce5bb0cd079153,articoli per la casa,52,289,1
4027c03e4b0afe1963877d2d164f880b,salute e bellezza,51,538,1
a6a48ebcc6f6360211c13bf5bb238587,mobili,57,499,3
df306b9d83f3a792369ff3360475936a,sport e tempo libero,59,1259,7
cec6b4ac0968c2cb31bf465a834aa831,salute e bellezza,39,1705,1
66b5c5aebf9e74e8311c2c1955e04322,mobili,43,175,1
c354569eefd558bf201d0aedf35608ed,articoli per la casa,55,166,1
eaf3ca98b28c4329251a46380c8473c5,cartoleria,59,202,3
0f343c0a45653e6efea356d147833357,mobili,51,2010,2
b842a6c9c2c51a699729d378d8d674fc,moda,51,48,1
2bc2ae6c1bc16aa9da7d549088c2e10a,moda,48,364,3
6dfd0c9e5bf2bfb8e1222fe5d416d1c9,automobile,60,695,6
866698de88814bef4b451bd37459723c,articoli per la casa,57,714,1
7b2c4d6fa7d8e50000ac4c7fca609790,elettronica,58,942,3
66fc767a58575873dad11a4c717727dc,articoli per la casa,47,476,5
28bc7d95951d962dd5cdda791e07b56f,articoli per la casa,60,420,1
ab1ecbce7afd9f6e661baa24a5706c9c,salute e bellezza,23,439,3
8daf2f80c6d552efdb1012683beb10cf,mobili,43,50,1
d31338a9a593a25d79c8fd461f1602d8,elettronica,52,489,3
